21.84138416401078, -102.35437284192365
21.84617968412503, -102.35329165255708
21.851655471333164, -102.35246105377927
21.8491541867909, -102.34468341159916
21.848454167693, -102.34240533403523
21.8429461154356, -102.32186222050983
21.84302263508795, -102.31544605654676
21.843950500941023, -102.31256606433479
21.84509969948187, -102.30845485306976
21.84570511494973, -102.30521081407541
21.845168602829997, -102.30077682584557
21.844788301730865, -102.29707591589352
21.844662650144016, -102.29327436737383
21.844938350530676, -102.29000830049027
21.84562339834469, -102.28617683569932
21.846230158079454, -102.2819700170685
21.851084349119247, -102.27196304702287
21.85209592420599, -102.26947883629038
21.852873056858765, -102.26559853667395
21.85360010825612, -102.26314441070866
21.854206853716924, -102.26032399483404
21.854579004326702, -102.25880284649976
21.855044625005835, -102.25706741894543
21.855623662330117, -102.25516275715219
21.85662387535373, -102.2521006750269
21.85912193796794, -102.24993894520934
21.862174964147172, -102.24823651385044
21.864213228390813, -102.24718113601337
21.86843000404899, -102.24407058446623
21.869940532429336, -102.24418206800449
21.8716062335548, -102.24489556283059
21.87393404418499, -102.24588776661243
21.877146050693014, -102.24714310372013
21.880046597166487, -102.2482806503815
21.882439789233285, -102.24916137057768
21.887933244965936, -102.25137114909887
21.889353044680657, -102.25201363826791
21.891107844651586, -102.25278518116255
21.89429423818016, -102.2533326136398
21.896250262517558, -102.25312361114752
21.89858658882266, -102.25326171431651
21.900231325331504, -102.25354812514091
21.90177309894077, -102.25428350428656
21.90523835783517, -102.25594205339573
21.907360349629744, -102.25705829245479
21.9090071409107, -102.25852938277646
21.90956253017065, -102.25903769747781
21.913594793055953, -102.26057453766916
21.91503978694094, -102.26106310213224
21.919947930055475, -102.26148364160764
21.925351546554936, -102.26372929207042
21.925689050680447, -102.26416019842421
21.92660637093999, -102.26511226444744
21.92902657010658, -102.26787881192357
21.935662363943052, -102.27312607134118
21.942318431434305, -102.28029431427538
21.945025442982345, -102.29136503675525
21.945855022910212, -102.29635720244096
21.94607644710196, -102.29805249965085
21.946988432055665, -102.303058150411
21.947944255485353, -102.30850838349325
21.948739567204026, -102.31278436131599
21.94936852941669, -102.31597306593662
21.94990055008572, -102.31931308025912
21.95077279751717, -102.32451818278226
21.951215799462663, -102.32720106867887
21.95183298798784, -102.33040058172666
21.95312625754497, -102.34259655296825
21.95251260668156, -102.34570163430797
21.951824275567944, -102.34746246404032
21.952270086408266, -102.34520083217929
